Name,Size,Type,Alignment,Habitat,MainHabitat,OtherHabitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR,INT,DEX,WIS,CON,CHA,STR_Save,INT_Save,DEX_Save,WIS_Save,CON_Save,CHA_Save,Proficient,Expertise,Vulnerabilities,Slashing,ImmunitiesConditions,ImmunitiesDamage,Blindsight,Darkvision,Truesight,Tremorsense,PassivePerception,Languages,CR,XP,PB,Traits,NumberOfLegendaryResistance,NumberOfAtk,Atk1Type,Atk1Mod,Atk1Range,Atk1RangeShort,Atk1Damage,Atk1DamageType,Atk2Type,Atk2Mod,Atk2Range,Atk2RangeShort,Atk2Damage,Atk2DamageType,Atk3Type,Atk3Mod,Atk3Range,Atk3RangeShort,Atk3Damage,Atk3DamageType,Atk4Type,Atk4Mod,Atk4Range,Atk4RangeShort,Atk4Damage,Atk4DamageType,SaveDC,SavingThrow,ActionNotes,Ability,SpellSaveDC,SpellSavingThrows,SpellAttack,AtWill,ThreePerDay,TwoPerDay,OnePerDay,BonusAction,Reaction,Amount,LegendaryActionSaveDC,LegendaryActionSavingThrow,LegendaryActions,Lair,xp,LegendaryResistance,LegendaryActions,LairSaveDC,LairSavingThrows,Other
Swarm of Stirges,Medium,Monstrosity,Unaligned,"Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban","Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban",,None,14,36,3,10,,,40,,,-3,-4,3,-1,0,-2,-3,-4,3,-1,0,-2,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,60,,,9,None,2,450,2,Swarm,,1,Melee,5,5,,14,Piercing,,,,,,,,,,,,,,,,,,,,,Atk 1 if they are bloodied 8 damage and grappled and 7 necrotic damage every round,,,,,,,,,,,,,,,,,,,,,
Swarm of Venomous Snakes,Medium,Beast,Unaligned,"Coastal, Desert, Forest, Grassland, Hill, Swamp","Coastal, Desert, Forest, Grassland, Hill, Swamp",,None,14,36,4,30,,,,,30,-1,-5,4,0,0,-4,-1,-5,4,0,0,-4,,Acrobatics,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,10,,,,10,None,2,450,2,Swarm,,1,Melee,6,5,,8,Piercing,,,,,,,,,,,,,,,,,,,,,Deals 2 damage if bloodied,,,,,,,,,,,,,,,,,,,,,
Tarrasque,Gargantuan,Monstrosity (Titan),Unaligned,Urban,Urban,,None,25,697,18,60,40,60,,,,10,-4,0,0,10,0,10,5,9,9,10,9,Perception,,,"Bludgeoning, Piercing, Slashing","Charmed, Deafened,  Frightened, Paralyzed, Poisoned","Fire, Poison",120,,,,19,None,30,"155,000",9,Swallow target is grapplied on fail swallowed blinded and restrained total cover 17 acid damage every round,6,4,Melee,18,15,,36,Piercing,Melee,19,15,,28,Slashing,Melee,19,30,,23,Bludgeoning,,,,,,,27,"Constitution, Strength","Atk 1 on hit grappled and restrained, Atk 2 on hit prone, Thunderous Bellow recharges on 5-6 150ft cone on fail 78 thunder damage deafened and frightened",,,,,,,,,Swallow target is graplied on fail swallowed blinded and restrained total cover 56 acid damage every round,,3,,,"Onslaught they move up to 1/2 their movement and attack, World-shaking movement moves up to 1/2 its speed then within 60ft lose concentration and prone",,,,,,,
Thri-kreen Marauder,Medium,Monstrosity,Neutral,"Desert, Grassland","Desert, Grassland",,Armaments,15,33,2,30,,,,,,1,-2,3,1,1,-2,1,-2,3,1,1,-2,"Perception, Stealth, Survival",,,,,,,60,,,13,"Thri-kreen, telepathy",1,200,2,,,2,Melee,3,5,,7,"Slashing, Poison",Ranged,4,30/120,30,5,Slashing,,,,,,,,,,,,,,,,,,,,,,,,Leap jump 15ft spending 5ft of movement,,,,,,,,,,,,
Thri-kreen Psion,Medium,Monstrosity,Neutral,"Desert, Grassland","Desert, Grassland",,Armaments,16,149,6,40,,,20,20,,4,4,2,1,2,0,4,4,2,1,2,0,Perception,Stealth,,Psychic,,,,60,,,14,"Thri-kreen, telepathy",8,"3,900",3,,,3,Melee,7,10,,18,Psychic,Ranged,7,120,120,18,Psychic,,,,,,,,,,,,,,,,Intelligence,15,"Wisdom, Intelligence",7,Mage Hand,,,"Detect Thoughts, Sending, Synaptic Static",,,,,,,,,,,,,
Tiger,Large,Beast,Unaligned,"Forest, Grassland","Forest, Grassland",,None,13,22,3,40,,,,,,3,-4,3,1,2,-1,3,-4,3,1,2,-1,Perception,Stealth,,,,,,60,,,13,None,1,200,2,,,2,Melee,5,5,,6,Slashing,,,,,,,,,,,,,,,,,,,,,"If it has adv. on the Akt +3 to damage and gives prone condition, move up to half its speed that can hide",,,,,,,,,,,,,,,,,,,,,
Tough,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,12,32,1,30,,,,,,2,0,1,0,2,0,2,0,1,0,2,0,,,,,,,,,,,10,Common,1/2,100,2,Pack Tactics,,1,Melee,4,5,,5,Bludgeoning,Ranged,3,100/400,100,6,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tough Boss,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,16,82,2,30,,,,,,3,0,2,0,3,0,5,0,2,0,5,2,,,,,,,,,,,10,Common plus one other language,4,"1,100",2,Pack Tactics,,2,Melee,5,5,,12,Bludgeoning,Ranged,4,100/400,100,13,Piercing,,,,,,,,,,,,,,,Atk 1 on hit pushed 10ft,,,,,,,,,,,,,,,,,,,,,
Treant,Huge,Plant,Chaotic Good,Forest,Forest,,None,16,138,3,30,,,,,,6,1,-2,3,5,1,6,1,-2,3,5,1,,,Fire,"Bludgeoning, Piercing",,,,,,,13,"Common, Druidic, Elvish, Sylvan",9,"5,000",4,Siege Monster,,2,Melee,10,5,,16,Bludgeoning,Ranged,10,180,180,28,Piercing,,,,,,,,,,,,,,,Animate trees 1/day makes 2 Treants,,,,,,,,,,,,,,,,,,,,,
Tree Blight,Huge,Plant,Neutral Evil,Forest,Forest,,None,15,115,3,30,,,,,,6,-2,0,0,5,-4,6,-2,0,0,5,-4,,,,,Deafened,,60,,,,10,Understands Common and Druidic,7,"2,900",3,,,3,Melee,9,15,,16,Bludgeoning,,,,,,,,,,,,,,,,,,,17,"Strength, Dexterity",Grasping Root within 15ft on fail pulled 10ft grappled and takes 13 bludgeoning damage every round,,,,,,,,,Gnash a grappled creature on fail 19 piercing damage,,,,,,,,,,,,
Triceratops,Huge,Beast (Dinosaur),Unaligned,Grassland,Grassland,,None,14,114,-1,50,,,,,,6,-4,-1,0,3,-3,6,-4,-1,0,3,-3,,,,,,,,,,,10,None,5,"1,800",3,,,2,Melee,9,5,,19,Piercing,,,,,,,,,,,,,,,,,,,,,Charge attack +9 to damage and gives pron condition,,,,,,,,,,,,,,,,,,,,,
Troglodyte,Medium,Monstrosity,Chaotic Evil,Underdark,Underdark,,Armaments,11,13,0,30,,30,,,,2,-2,0,0,2,-2,2,-2,0,0,2,-2,,Stealth,,,,,,60,,,10,Troglodyte,1/4,50,2,"Stench, Sunlight Sensitivity",,1,Melee,4,5,,5,Slashing,,,,,,,,,,,,,,,,,,,12,Constitution,,,,,,,,,,,,,,,,,,,,,,
Troll,Large,Giant,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark","Arctic, Forest, Hill, Mountain, Swamp, Underdark",,None,15,94,1,30,,,,,,4,-2,1,-1,5,-2,4,-2,1,-1,5,-2,Perception,,,,,,,60,,,15,Giant,5,"1,800",3,"Loathsome Limbs, Regeneration",,3,Melee,7,10,,11,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charge moves up to 1/2 its move speed,,,,,,,,,,,,
Troll Limb,Small,Giant,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark","Arctic, Forest, Hill, Mountain, Swamp, Underdark",,None,14,20,1,20,,,,,,4,-5,1,-1,0,-5,4,-5,1,-1,0,-5,,,,,,,,60,,,9,None,1/2,100,2,"Regeneration, Troll Spawn",,1,Melee,6,5,,9,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twig Blight,Small,Plant,Neutral Evil,Forest,Forest,,None,14,7,2,20,,,,,,-2,-3,2,-1,0,-4,-2,-3,2,-1,0,-4,Stealth,,Fire,,Deafened,,60,,,,9,Understands Common,1/8,25,2,Pack Tactics,,1,Melee,4,5,,4,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrannosaurus Rex,Huge,Beast (Dinosaur),Unaligned,Grassland,Grassland,,None,13,136,3,50,,,,,,7,-4,0,1,4,-1,10,-4,0,4,4,-1,"Perception, Survival",,,,,,,,,,14,None,8,"3,900",3,,,2,Melee,10,10,,33,Piercing,Melee,10,15,,25,Bludgeoning,,,,,,,,,,,,,,,"Akt 1 grapples and restrained, Akt 2 prones",,,,,,,,,,,,,,,,,,,,,
Ultroloth,Medium,Fiend (Yugoloth),Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,Armaments,19,221,8,30,,,60,60,,4,4,3,2,4,4,4,4,3,2,4,4,"Deception, Perception, Stealth",,,"Cold, Fire, Lightning","Charmed, Frightened, Poisoned","Acid, Poison",,,120,,17,"Abyssal, Infernal, Telepathy",13,"10,000",5,"Fiendish Restoration, Magic Resistance",,3,Melee,9,15,,25,Force,,,,,,,,,,,,,,,,,,,17,Wisdom,"Akt 1 teleport 10ft on hit, Hypnotic Gaze 30ft coone on fail 10 psychic damage and stunned",Intelligence,17,"Dexterity, Wisdom",9,"Alter Self, Clairvoyance, Detect Magic",,,"Dimension Door, Fireball (Level 5), Wall of Fire","Fiendish Guile recharges on 4-6 dispel magic, invisibility (self), Misty step or Suggestion",,,,,,,,,,,,
Umber Hulk,Large,Monstrosity,Chaotic Evil,Underdark,Underdark,,None,18,93,4,30,20,,,,,5,-1,1,0,3,0,5,-1,1,0,3,0,,,,,,,,120,,60,10,Umber Hulk,5,"1,800",3,Tunneler,,3,Melee,8,10,,12,Slashing,,,,,,,,,,,,,,,,,,,14,Wisdom,,,,,,,,,,Confusing Gaze 30ft cone on fail cannot take reactions and does a random thing for its turn,,,,,,,,,,,,
Unicorn,Large,Celestial,Lawful Good,"Forest, Planar (Feywild)","Forest, Planar",Feywild,Any,12,97,8,50,,,,,,4,0,2,3,2,3,4,0,2,3,2,3,,,,,"Charmed, Paralyzed, Poisoned",Poison,,60,,,13,"Celestial, Elvish, Sylvan, Telepathy",5,"1,800",3,Magic Resistance,3,2,Melee,7,5,,11,Bludgeoning,Melee,7,5,,9,Radiant,,,,,,,,,,,,,,,,Charisma,14,"Charisma, Strength",6,"Detect Evil and Good, Druidcraft","Cure Wounds, Lesser Restoration",,"Calm Emotions, Dispel Evil and Good, Entangle, Pass without Trace, Word of Recall",Cast Cure Wounds or Lesser Restoration,,3,,,"Charging Horn move 1/2 is move and Akt, Shimmering Shield a target within 60ft gets 10 temp hp and +2 to AC",Yes,,,,,,
Vampire,Medium or Small,Undead,Lawful Evil,"Underdark, Urban","Underdark, Urban",,Any,16,195,14,40,,40,,,,4,3,4,2,4,4,4,3,9,7,9,9,"Perception, Stealth",,,Necrotic,,,,120,,,17,Common plus two other languages,13,"10,000",5,"Misty Escape, Spider Climb, Vampire Weakness: Forbiddance, Running Water, Stake of the Heart, Sunlight",3,3,Melee,9,5,,15,"Bludgeoning, Necrotic",,,,,,,,,,,,,,,,,,,17,"Constitution, Wisdom","Akt 1 on hit target grappled, Bite within 5ft that is grappled, incapacitated or restrained on fail 19 piercing, necrotic regains the HP and target reduced 0 HP comes back as a vampire",,,,,,,,,"Charm recharges 5-6 cast Charm Person, Shape-Shift",,3,,,"Beguile cast command, Deathless Strike move up to 1/2 speed and attack",Yes,"11,500",4,4,15,Wisdom,On fail do not get the benefits of a short rest
Vampire Familiar,Medium or Small,Humanoid,Neutral Evil,"Underdark, Urban","Underdark, Urban",,Any,15,65,5,30,,30,,,,3,0,3,0,2,2,3,0,5,2,2,2,Persuasion,"Perception, Stealth",,Necrotic,Charmed,,,60,,,14,Common plus one other language,3,700,2,Vampiric Connection,,2,Melee,5,5,,12,"Piercing, Necrotic",Ranged,5,20/60,20,12,"Piercing, Necrotic",,,,,,,,,,,,,,,Atk 1 and Atk 2 if target is reduced to 0 hp becomes stable but poisoned and paralyzed,,,,,,,,,Deathless Agility take the dash or Disengage action,,,,,,,,,,,,
Vampire Nightbringer,Medium or Small,Undead,Neutral Evil,"Underdark, Urban","Underdark, Urban",,Any,16,142,4,30,,,30,30,,3,1,4,2,3,2,3,1,7,5,3,2,"Perception, Stealth",,,,"Charmed, Exhaustion, Frightened","Necrotic, Cold",,120,,,15,Common plus one other language,8,"3,900",3,Sunlight Hypersensitivity,,2,Melee,7,5,,17,"Piercing, Necrotic",Melee,7,5,,21,"Slashing, Cold",,,,,,,,,,,,,,,Akt 1 on hit HP max reduced by the damage taken and vampire regains HP,,,,,,,,,Shadow Stealth Hide in dim light or Darkness,,,,,,,,,,,,
Vampire Spawn,Medium or Small,Undead,Neutral Evil,"Underdark, Urban","Underdark, Urban",,Any,16,90,3,30,,,,,,3,0,3,0,3,1,3,0,6,3,3,1,"Perception, Stealth",,,Necrotic,,,,60,,,13,Common plus one other language,5,"1,800",3,"Spider Climb, Vampire Weakness: Forbiddance, Running Water, Stake of the Heart, Sunlight",,3,Melee,6,5,,8,Slashing,,,,,,,,,,,,,,,,,,,14,Constitution,"Akt 1 on hit target grappled, Bite within 5ft that is grappled, incapacitated or restrained on fail 19 piercing, necrotic regains the HP",,,,,,,,,Deathless Agility dash or disengage,,,,,,,,,,,,
Vampire Umbral Lord,Medium or Small,Undead,Lawful Evil,"Underdark, Urban","Underdark, Urban",,Any,16,187,14,40,,40,40,40,,5,4,4,3,4,5,10,4,9,8,4,10,"Arcana, Stealth",Perception,,,"Charmed, Exhaustion","Cold, Necrotic",120,,,,23,Common plus three other languages,15,"13,000",5,"Shadow Escape, Vampire Weakness: Forbiddance, Running Water, Stake of the Heart, Sunlight",3,2,Melee,10,5,,22,"Slashing, Necrotic",Ranged,10,120,120,16,Necrotic,,,,,,,,,,,,,18,Constitution,"Akt 2 on hit poisoned, Hunger of Hadar recharges on 5-6 cast Hunger of Hadar",,,"Dexterity, Wisdom",,,,,,Sanguine Drain within 30ft on fail 14 Necrotic and HP max reduces by the amount taken and vampire heals that much,,3,,,"Beguile cast command, Umbral Strike move 1/2 and attack",,"15,000",4,4,15,Wisdom,On fail do not get the benefits of a short rest
Venomous Snake,Tiny,Beast,Unaligned,"Coastal, Desert, Forest, Grassland, Hill, Swamp","Coastal, Desert, Forest, Grassland, Hill, Swamp",,None,12,5,2,30,,,,,30,-4,-5,2,0,0,-4,-4,-5,2,0,0,-4,,,,,,,10,,,,10,None,1/8,25,2,,,1,Melee,4,5,,7,"Piercing, Poison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vine Blight,Medium,Plant,Neutral Evil,Forest,Forest,,None,12,19,-1,20,,,,,,2,-3,-1,0,2,-4,2,-3,-1,0,2,-4,Stealth,,,,Deafened,,60,,,,10,Common,1/2,100,2,,,1,Melee,4,10,,6,Bludgeoning,,,,,,,,,,,,,,,,,,,12,Dexterity,"Atk 1 on hit grappled and takes 4 bludgeoning every round and the vine cannot attack, Entangling Plants recharges 5-6 cast entangle",,,,,,,,,,,,,,,,,,,,,
Violet Fungus,Medium,Plant,Unaligned,Underdark,Underdark,,None,5,18,-5,5,,,,,,-4,-5,-5,-4,0,-5,-4,-5,-5,-4,0,-5,,,,,"Blinded, Charmed, Deafened, Frightened",,30,,,,6,None,1/4,50,2,,,2,Melee,2,10,,4,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet Fungus Necrohulk,Large,Plant,Neutral Evil,Underdark,Underdark,,None,17,123,4,40,,,,,,4,-2,1,2,4,0,4,-2,1,2,4,0,,,,,"Blinded, Charmed, Deafened, Frightened, Poisoned","Necrotic, Poison",60,,,,12,None,7,"2,900",3,,,2,Melee,7,10,,16,"Bludgeoning, Necrotic",,,,,,,,,,,,,,,,,,,15,"Constitution, Strength",Spore Bomb recharges 5-6 20ft sphere on fail 28 Necrotic damage poisoned and cannot regain HP,,,,,,,,,Absorb Body within 5ft on fail restrained  and disadvantage on constitution saving throws,,,,,,,,,,,,
Vrock,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Armaments,15,152,2,40,,,60,,,3,-1,2,1,4,-1,3,-1,5,4,4,2,,,,"Cold, Fire, Lightning",Poisoned,Poison,,120,,,11,"Abyssal, Telepathy",6,"2,300",3,"Demonic Restoration, Magic Resistance",,2,Melee,6,5,,20,"Piercing, Poison",,,,,,,,,,,,,,,,,,,15,Constitution,"Spores recharges on 6 within 20ft on fail poisoned and takes 5 poison damage, Stunning Screech 1/day, within 20ft on fail 10 thunder damage and stunned",,,,,,,,,,,,,,,,,,,,,
Vulture,Medium,Beast,Unaligned,"Desert, Grassland, Hill","Desert, Grassland, Hill",,None,10,5,0,10,,,50,,,-2,0,1,-4,1,-3,-2,0,1,-4,1,-3,,,,,,,,,,,13,None,0,10,2,Pack Tactics,,1,Melee,2,5,,2,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warhorse,Large,Beast,Unaligned,Urban,Urban,,None,12,5,2,30,,,,,30,4,-4,1,1,1,-2,4,-4,1,3,1,-2,Survival,,,,,,10,,,,10,None,1/2,100,2,,,1,Melee,6,5,,9,Bludgeoning,,,,,,,,,,,,,,,,,,,,,If charging +5 to damage and gives prone,,,,,,,,,,,,,,,,,,,,,
Warhorse Skeleton,Large,Undead,Lawful Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,None,13,22,1,60,,,,,,4,-4,1,-1,2,-3,4,-4,1,-1,2,-3,,,Bludgeoning,,"Exhaustion, Poisoned",Poison,,60,,,9,None,1/2,100,2,,,1,Melee,6,5,,7,Bludgeoning,,,,,,,,,,,,,,,,,,,,,Akt 1 charge if move at least 20ft 9 extra damage and prone,,,,,,,,,,,,,,,,,,,,,
Warrior Commander,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,18,161,9,30,,,,,,5,2,5,3,4,2,9,2,9,7,8,2,"Athletics, Insight, Perception",,,,,,,,,,17,Common plus one other language,10,"5,900",4,,,3,Melee,9,5,,19,Slashing,Ranged,9,150/600,150,18,Piercing,,,,,,,,,,,,,,,"Atk 1 on hit: Sap target has disadvantage on its next attack roll, Maneuver an ally can move 1/2 its speed without provoking opportunity attacks, Atk 2 on hit reduce by 10ft",,,,,,,,,Tactical Charge move 1/2 its speed without provoking opportunity attacks,Counterattack when hit +4 to AC if missed make an attack against attacker,,,,,,,,,,,
Warrior Infantry,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,13,9,0,30,,,,,,1,-1,0,0,0,-1,1,-1,0,0,0,-1,,,,,,,,,,,10,Common,1/8,25,2,Pack Tactics,,1,Melee,3,5,,4,Piercing,Ranged,3,20/60,20,4,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior Veteran,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,17,65,3,30,,,,,,3,0,1,0,2,0,3,0,1,0,2,0,"Athletics, Perception",,,,,,,,,,12,Common plus one other language,3,700,2,,,2,Melee,5,5,,10,Slashing,Ranged,3,100/400,100,12,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,Parry when hit by a melee +2 to AC,,,,,,,,,,,
Water Elemental,Large,Elemental,Neutral,"Coastal, Planar (Elemental Plane of Water), Swamp, Underwater","Coastal, Planar, Swamp, Underwater",Elemental Plane of Water,None,14,114,2,30,,,,,90,4,-3,2,0,4,-1,4,-3,2,0,4,-1,,,,"Acid, Fire","Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",Poison,,60,,,10,Primordial (Aquan),5,"1,800",3,"Freeze, Water Form",,2,Melee,7,5,,13,Bludgeoning,,,,,,,,,,,,,,,,,,,15,Strength,"Atk 1 on hit prone, Whelm recharges on 4-6 enter the same space on fail 22 bludgeoning damage grappled restrained suffocating and 9 bludgeoning damage every turn",,,,,,,,,,,,,,,,,,,,,
Water Weird,Large,Elemental,Neutral,"Underdark, Urban","Underdark, Urban",,None,13,65,3,5,,,,,60,3,0,3,0,1,0,3,0,3,0,1,0,,,,Fire,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",Poison,30,,,,10,Understands Primordial,3,700,2,"Invisible in Water, Water Bound",,1,Melee,5,20,,13,Cold,,,,,,,,,,,,,,,,,,,,,On hit grappled and restrained,,,,,,,,,,,,,,,,,,,,,
Weasel,Tiny,Beast,Unaligned,"Forest, Grassland, Hill","Forest, Grassland, Hill",,None,13,1,3,30,,30,,,,-4,-4,3,1,-1,-4,-4,-4,3,1,-1,-4,"Acrobatics, Perception, Stealth",,,,,,,60,,,13,None,0,10,2,,,1,Melee,5,5,,1,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Werebear,Medium or Small,Monstrosity (Lycanthrope),Neutral Good,"Arctic, Forest, Hill","Arctic, Forest, Hill",,Relics,15,135,3,40,,30,,,,4,0,0,1,3,1,4,0,0,1,3,1,,Perception,,,,,,60,,,17,Common,5,"1,800",3,,,2,Melee,7,5,,17,Piercing,Melee,7,5,,14,Slashing,Ranged,7,20/60,20,14,Slashing,Melee,7,5,,13,Slashing,14,Constitution,Atk 1 on fail cursed if target drops to 0hp it becomes a werebear,,,,,,,,,Shape-shift,,,,,,,,,,,,
Wereboar,Medium or Small,Monstrosity (Lycanthrope),Neutral Evil,"Forest, Grassland, Hill","Forest, Grassland, Hill",,Individual,15,97,2,40,,,,,,3,0,0,0,2,-1,3,0,0,0,2,-1,Perception,,,,,,,,,,12,Common,4,"1,100",2,,,2,Melee,5,5,,12,Piercing,Melee,7,5,,13,Piercing,Ranged,7,30/120,30,13,Piercing,Melee,5,5,,10,Piercing,12,Constitution,"Atk 1 on fail cursed if target drops to 0hp it becomes a wereboar, Atk 3 if moved 20ft before attacking on hit +7 piercing damage and prone",,,,,,,,,Shape-shift,,,,,,,,,,,,
Wererat,Medium or Small,Monstrosity (Lycanthrope),Lawful Evil,"Forest, Urban","Forest, Urban",,Individual,13,60,3,30,,30,,,,0,0,3,0,1,-1,0,0,3,0,1,-1,Stealth,Perception,,,,,,60,,,14,Common,2,450,2,,,2,Melee,5,5,,8,Piercing,Melee,5,5,,6,Slashing,Ranged,5,30/120,30,6,Piercing,,,,,,,11,Constitution,Atk 1 on fail cursed if target drops to 0hp it becomes a wererat,,,,,,,,,Shape-shift,,,,,,,,,,,,
Weretiger,Medium or Small,Monstrosity (Lycanthrope),Neutral,"Desert, Forest, Grassland","Desert, Forest, Grassland",,Armaments,12,120,2,40,,,,,,3,0,2,1,3,0,3,0,2,1,3,0,Stealth,Perception,,,,,,60,,,15,Common,4,"1,100",2,,,2,Melee,5,5,,12,Piercing,Melee,5,5,,10,Slashing,Ranged,4,150/600,150,11,Piercing,,,,,,,13,Constitution,Atk 1 on fail cursed if target drops to 0hp it becomes a weretiger,,,,,,,,,"Prowl, Shape-shift",,,,,,,,,,,,
Werewolf,Medium or Small,Monstrosity (Lycanthrope),Chaotic Evil,"Forest, Hill","Forest, Hill",,Any,15,71,4,40,,,,,,3,0,2,0,2,0,3,0,2,0,2,0,Stealth,Perception,,,,,,60,,,14,Common,3,700,2,Pack Tactics,,2,Melee,5,5,,12,Piercing,Melee,5,5,,10,Slashing,Ranged,4,150/600,150,11,Piercing,,,,,,,12,Constitution,Atk 1 on fail cursed if target drops to 0hp it becomes a werewolf,,,,,,,,,Shape-shift,,,,,,,,,,,,
White Dragon Wyrmling,Medium,Dragon (Chromatic),Chaotic Evil,Arctic,Arctic,,Arcana,16,32,2,30,,15,60,,30,2,-3,0,0,2,0,2,-3,2,2,2,0,Stealth,Perception,,,,Cold,10,60,,,14,Draconic,2,450,2,Ice Walk,,2,Melee,4,5,,8,"Slashing, Cold",,,,,,,,,,,,,,,,,,,12,Constitution,Cold Breath 15ft coone 22 cold damage,,,,,,,,,,,,,,,,,,,,,
Wight,Medium,Undead,Neutral Evil,"Desert, Planar (Shadowfell), Swamp, Underdark, Urban","Desert, Planar, Swamp, Underdark, Urban",Shadowfell,Armaments,14,82,4,30,,,,,,2,0,2,1,3,2,2,0,2,1,3,2,"Perception, Stealth",,,Necrotic,"Exhaustion, Poisoned",Poison,,60,,,13,Common plus one other language,3,700,2,Sunlight Sensitivity,,2,Melee,4,5,,10,"Slashing, Necrotic",Ranged,4,150/600,150,10,Necrotic,,,,,,,,,,,,,13,Constitution,Akt 1 max HP decrease by the damage taken,,,,,,,,,,,,,,,,,,,,,
Will-o’-Wisp,Tiny,Undead,Chaotic Evil,"Forest, Swamp, Urban","Forest, Swamp, Urban",,None,19,27,9,5,,,50,50,,-5,1,9,2,0,0,-5,1,9,2,0,0,,,,"Acid, Bludgeoning, Cold, Fire, Necrotic, Piercing, Slashing","Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious","Lightning, Poison",,120,,,12,Common plus one other language,2,450,2,"Ephemeral, Illumination, Incorporeal Movement",,1,Melee,4,5,,11,Lightning,,,,,,,,,,,,,,,,,,,10,Constitution,,,,,,,,,,"Consume Life, within 5ft of a target with 0 HP on fail target dies wisps get 10 HP back, Vanish turns invisible",,,,,,,,,,,,
Winged Kobold,Small,Dragon,Neutral,"Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban","Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban",,Armaments,15,10,3,30,,,30,,,-2,-1,3,-2,-1,-1,-2,-1,3,-2,-1,-1,,,,,,,,60,,,8,"Common, Draconic",1/4,50,2,"Pack Tactics, Sunlight Sensitivity",,1,Melee,5,5,,6,Piercing,Ranged,5,30,30,6,"Acid, Cold, Fire, Lightning, or Poison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter Wolf,Large,Monstrosity,Neutral Evil,Arctic,Arctic,,None,13,75,1,50,,,,,,4,-2,1,1,2,-1,4,-2,1,1,2,-1,,"Perception, Stealth",,,,,,,,,15,"Common, Giant",3,700,2,Pack Tactics,,1,Melee,6,5,,11,Piercing,,,,,,,,,,,,,,,,,,,12,Constitution,"Atk 1 on hit prone, Cold Breath 15ft cone on fail 18 cold damage",,,,,,,,,,,,,,,,,,,,,
Wolf,Large,Beast,Unaligned,"Forest, Grassland, Hill","Forest, Grassland, Hill",,None,11,19,1,60,,,,,,2,-4,2,1,1,-2,2,-4,2,1,1,-2,Stealth,Perception,,,,,,60,,,15,None,1/4,50,2,Pack Tactics,,1,Melee,4,5,,5,Piercing,,,,,,,,,,,,,,,,,,,,,Gives the prone condition,,,,,,,,,,,,,,,,,,,,,
Worg,Large,Fey,Neutral Evil,"Forest, Grassland, Hill, Planar (Feywild)","Forest, Grassland, Hill, Planar",Feywild,None,13,26,1,50,,,,,,3,-2,1,0,1,-1,3,-2,1,0,1,-1,,Perception,,,,,,60,,,14,"Goblin, Worg",1/2,100,2,,,1,Melee,5,5,,7,Piercing,,,,,,,,,,,,,,,,,,,,,Akt 1 next Akt against target has advantage,,,,,,,,,,,,,,,,,,,,,
